No.,Time,Source,Destination,Protocol,Length,Info
1373404,4877.935964,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373406,4877.939367,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373409,4877.962345,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373410,4877.962404999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373411,4877.962434,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373413,4877.976681,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373415,4877.990029,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373417,4878.2660479999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373418,4878.266103,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373419,4878.266124,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373420,4878.266162,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373423,4878.287978,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373424,4878.28803,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373425,4878.288119,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373427,4878.313068,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373429,4878.313392,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373432,4878.314562,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373434,4878.425997,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1373435,4878.426075,192.168.0.2,113.193.151.171,UDP,1312,62257  >  50670 Len=1270
1373436,4878.67591,192.168.0.2,17.248.137.203,TLSv1,1259,Application Data
1373437,4878.676001,192.168.0.2,17.248.137.203,TLSv1,427,Application Data
1373440,4878.69611,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373441,4878.696161,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373442,4878.696191,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373443,4878.696227,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373445,4878.696577000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373447,4878.697005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373449,4878.701301,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373451,4878.70158,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373453,4878.706150999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373455,4878.707635,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373457,4878.726488,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373460,4878.918145000001,192.168.0.2,17.248.137.203,TCP,54,[TCP Dup ACK 1371413#1] 4571  >  443 [ACK] Seq=106026 Ack=112211 Win=17408 Len=0
1373462,4878.922664,192.168.0.2,17.248.137.203,TCP,54,4571  >  443 [ACK] Seq=106026 Ack=113816 Win=17408 Len=0
1373464,4879.026889,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373467,4879.027669,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373469,4879.03002,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373470,4879.03009,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373472,4879.030574,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373476,4879.031966,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373477,4879.032036,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373478,4879.03207,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373479,4879.032101,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373481,4879.036459,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373484,4879.048591,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373486,4879.06653,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373488,4879.067685,192.168.0.2,104.6.66.102,UDP,110,62257  >  51466 Len=68
1373490,4879.337881,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373491,4879.337988,192.168.0.2,104.6.66.102,UDP,110,62257  >  51466 Len=68
1373493,4879.3529340000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373496,4879.353141,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373497,4879.353190999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373500,4879.393465,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373501,4879.393544,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373502,4879.393579,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373503,4879.39361,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373504,4879.393639,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373506,4879.401946,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373509,4879.41884,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373510,4879.418965,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373512,4879.437763,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373514,4879.631544,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373516,4879.676536999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373517,4879.67659,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373518,4879.6766130000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373519,4879.676649,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373521,4879.738923,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373524,4879.759040999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373525,4879.7591,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373526,4879.7591299999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373527,4879.759166,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373529,4879.7633049999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373532,4879.794559,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373533,4879.795062,192.168.0.2,109.72.64.42,UDP,145,12236  >  21475 Len=103
1373535,4879.8050060000005,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373537,4879.936879,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373539,4879.970681,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373544,4879.983583,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373545,4879.983672,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373546,4879.983719,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373549,4880.101132,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373550,4880.101219,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373552,4880.102044,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373554,4880.102667,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373556,4880.106042,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373558,4880.110048,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373560,4880.153544,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373562,4880.163759,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373566,4880.2099100000005,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
1373568,4880.212985,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1373570,4880.213568,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x836d ANY DESKTOP-BNL0PME
1373576,4880.370489,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373577,4880.370543999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373578,4880.370572,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373579,4880.370613,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373580,4880.370653,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373582,4880.4390189999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373584,4880.4455179999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373586,4880.455288,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373587,4880.455379999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373588,4880.455414,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373590,4880.458092,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373592,4880.482895,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373594,4880.515256000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373595,4880.539821,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1373598,4880.619148,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0x836d ANY DESKTOP-BNL0PME
1373600,4880.690693,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373602,4880.695184,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373604,4880.696051,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373606,4880.7048270000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373608,4880.704965999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373610,4880.786362,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373612,4880.7899990000005,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373615,4880.8107039999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373616,4880.810764,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373619,4880.814883,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373620,4880.814952000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373622,4880.828657999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373624,4880.861371,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373626,4880.984074,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373628,4880.999513000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373630,4881.004256,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373631,4881.004309,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373634,4881.007787,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373635,4881.007861,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373638,4881.07772,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373639,4881.077773,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373640,4881.077804,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373643,4881.105432,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373644,4881.105504,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373646,4881.105853,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373648,4881.106057999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373650,4881.117493,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373652,4881.120962,192.168.0.2,104.6.66.102,UDP,62,12236  >  37284 Len=20
1373654,4881.14641,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373655,4881.14642,192.168.0.2,104.6.66.102,UDP,62,12236  >  37284 Len=20
1373656,4881.146465999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373658,4881.173804,192.168.0.2,31.146.5.122,UDP,359,12236  >  3293 Len=317
1373660,4881.245142,192.168.0.2,145.255.165.92,UDP,361,12236  >  18658 Len=319
1373662,4881.268388,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373664,4881.292878,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373666,4881.307674000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373668,4881.308714,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373669,4881.3087780000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373672,4881.309008,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373673,4881.309042,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373676,4881.376698,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373677,4881.37678,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373679,4881.385906,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373684,4881.426524,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373685,4881.426576,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373686,4881.426608,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373687,4881.426636,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373688,4881.426673,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373689,4881.4267,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373692,4881.524992000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373693,4881.525045,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373697,4881.5772,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373699,4881.57824,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373701,4881.582329999999,192.168.0.2,78.56.102.84,UDP,112,12236  >  27451 Len=70
1373703,4881.623821,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373705,4881.62389,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373707,4881.6251950000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373709,4881.628833,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373711,4881.6289560000005,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373714,4881.690291,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373715,4881.690351,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373717,4881.711782,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373720,4881.749898,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373721,4881.749975,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373723,4881.763635,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373724,4881.763709000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373725,4881.763739,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373726,4881.763767,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373728,4881.791895,192.168.0.2,239.192.152.143,UDP,161,6771  >  6771 Len=119
1373729,4881.792302000001,192.168.0.2,239.192.152.143,UDP,161,6771  >  6771 Len=119
1373731,4881.8711490000005,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373732,4881.871204,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373733,4881.871242,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373735,4881.929935,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373737,4881.940955,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373739,4881.955715,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373741,4881.955779,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373743,4881.971187,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373745,4881.971246,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373746,4881.971278,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373749,4882.01318,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373750,4882.013247999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373752,4882.024829999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373755,4882.040935,192.168.0.2,104.6.66.102,UDP,94,62257  >  51466 Len=52
1373757,4882.075041,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373758,4882.075104,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373760,4882.10652,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373762,4882.112158,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373765,4882.112246,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373766,4882.112272,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373768,4882.239979999999,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373771,4882.240167,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373772,4882.240226,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373774,4882.28925,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373776,4882.296618,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373778,4882.309081,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373780,4882.309149000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373782,4882.335212,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373784,4882.341,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373786,4882.341071,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373788,4882.372379,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373790,4882.378044,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373792,4882.441171,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373795,4882.484604,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373796,4882.484663,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373797,4882.484693,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373802,4882.567129,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373803,4882.567182,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373805,4882.64626,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373808,4882.659873,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373810,4882.659942,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373812,4882.677309000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373814,4882.697265999999,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373816,4882.699795,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373818,4882.739742,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373820,4882.751807,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373821,4882.751895,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373823,4882.79116,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373825,4882.821591,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373828,4882.821873,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373829,4882.821922,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373830,4882.822624,192.168.0.2,24.226.180.60,TCP,66,[TCP Retransmission] 4675  >  37050 [SYN] Seq=0 Win=17520 Len=0 MSS=1460 WS=256 SACK_PERM=1
1373834,4882.872582,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373835,4882.872657,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373837,4882.956528,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373839,4882.984673,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373840,4882.984751,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373842,4882.997543,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373844,4882.999513000001,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373846,4883.010657,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373848,4883.055621,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373850,4883.056004,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373852,4883.059157,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373854,4883.087667,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373856,4883.139724000001,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373857,4883.1398039999995,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373858,4883.139833,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373860,4883.154498,192.168.0.2,104.6.66.102,UDP,1313,62257  >  51466 Len=1271
1373862,4883.1608240000005,192.168.0.2,113.193.151.171,UDP,94,62257  >  50670 Len=52
1373865,4883.167918,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373866,4883.167987,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373867,4883.168021,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373870,4883.2095659999995,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252
1373872,4883.214302,192.168.0.2,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources
1373874,4883.214983,192.168.0.2,224.0.0.252,LLMNR,75,Standard query 0xb3ef ANY DESKTOP-BNL0PME
1373881,4883.35175,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373882,4883.351806000001,192.168.0.2,113.193.151.171,UDP,94,62257  >  50670 Len=52
1373883,4883.351827,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373884,4883.351865,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
1373885,4883.351906,192.168.0.2,104.6.66.102,UDP,1468,12236  >  37284 Len=1426
